0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
52,d_19320501,7.3,1,0,0,0,0,40.7,25,9.9,4.5,1.6
39.1,d_19320601,1.5,0.2,0,0,0,0,59.4,46.6,20.4,13.1,7.1
33.2,d_19320701,0.3,0,0,0,0,0,66.6,50.6,19.2,8.7,3.7
21.9,d_19320801,0.1,0,0,0,0,0,77.9,60.9,29,15.5,5.9
27,d_19320901,1,0,0,0,0,0,71.9,59,39.8,27.3,12.6
36.8,d_19321001,18.2,11.4,1.8,0,0,0,44.9,39.6,26.6,16.8,7.3
28.6,d_19321101,31.2,20.2,12.5,7.5,0.6,0,40.1,32.3,15.9,7.4,0.3
31.2,d_19321201,23.2,14.2,1.8,0,0,0,45.6,38.7,23.2,14.4,4.8
31.5,d_19330101,24.1,12.6,1.2,0.1,0,0,44.4,38.6,24.1,15.7,4.9
40.3,d_19330201,10.6,1.9,0,0,0,0,49.1,40.3,23.6,11.7,0.7
42.8,d_19330301,9.8,5.5,3.6,2.4,0.9,0,47.5,34.8,18.9,8.6,0.7
48.6,d_19330401,12.1,5.7,2.4,1.2,0,0,39.2,25.4,12.4,5.6,0.2
55,d_19330501,17.1,10,2,0.4,0,0,27.9,8.9,1.4,0.1,0
23.3,d_19330601,76.5,61.2,25.1,15.4,7.1,0,0.2,0,0,0,0
43.1,d_19330701,48.2,33.1,18.5,12.3,7,0,8.7,5,1.1,0,0
52.7,d_19330801,29.8,18.4,5,1.9,0.4,0,17.5,11.7,3.6,0.3,0
39.4,d_19330901,48.8,35.5,18.2,8.4,1.8,0,11.9,7.3,2.7,2,0.7
25.8,d_19331001,66.7,46.8,22,8.9,1.2,0,7.4,4.2,2.7,2,0.9
18.9,d_19331101,76.4,57.1,27.7,12,1.5,0,4.9,4.1,2.9,2.1,1
18.7,d_19331201,76.6,58.3,27.5,11.3,1.6,0,4.5,3.9,2.8,2,0.9
33.8,d_19340101,55.8,41.1,12.7,4.6,1.1,0,10.5,6.4,4,3.3,2
23.1,d_19340201,64.9,51.2,15,7,1.1,0,12,6.5,3.9,2.9,1.4
47.1,d_19340301,28.9,16.2,2.9,1,0.3,0,24.1,16.2,6.5,4.3,2.4
63.8,d_19340401,21.9,8,1.6,1.2,1,0,14.2,7.5,4.2,3,0.6
49.5,d_19340501,46.2,23.8,4.8,2.3,1.4,0,4.3,2.3,0.7,0.3,0
38.7,d_19340601,61.4,29.6,8.5,3.1,1.4,0,0,0,0,0,0
42.5,d_19340701,55.7,38.6,14.9,5.2,2.6,0,1.8,0.1,0,0,0
41,d_19340801,56.4,43.8,19.7,7.5,2.6,0,2.6,0.4,0,0,0
33.3,d_19340901,61.5,49.4,20,8.7,2.2,0,5.1,1.2,0,0,0
7.5,d_19341001,92.5,81.1,48.7,28.6,9.2,0,0,0,0,0,0
21,d_19341101,78.3,59.6,33.2,17.2,5.3,0,0.8,0,0,0,0
16,d_19341201,83.6,72,48.5,33.4,15.2,0,0.4,0,0,0,0
10.5,d_19350101,89.5,79.6,57.4,46.3,27.7,0,0,0,0,0,0
20.4,d_19350201,78.8,68.4,47.7,31,13.4,0,0.7,0.1,0,0,0
24.7,d_19350301,68.5,59,36.8,20.2,11.2,0,6.8,3.2,0.2,0,0
33.4,d_19350401,62.4,52.1,27.5,16.3,7.2,0,4.2,0,0,0,0
42.5,d_19350501,29.8,19.5,11,3.7,0,0,27.7,15.6,2.5,0.3,0
28.7,d_19350601,17.3,6.8,0.4,0,0,0,53.9,34.1,10.5,3.9,0.2
15.7,d_19350701,15.9,9.6,2,1.1,0,0,68.5,57,27.9,14.7,4.5
32.9,d_19350801,13.2,7.1,3,1.5,0.9,0,53.9,37.7,16.6,9,3.3
24.8,d_19350901,9.5,5.5,2.4,1.3,0.5,0,65.8,52.2,33,20.6,8.3
23,d_19351001,10.6,6.6,2.6,1.1,0.4,0,66.3,52.6,29.1,16.2,7
23.4,d_19351101,10,5.6,1.4,0.7,0,0,66.6,50.3,24.3,13.2,3.8
19.8,d_19351201,10.1,6.3,2,0.9,0,0,70.2,55,31.3,17.4,6.9
26.7,d_19360101,6.8,2.9,0.7,0,0,0,66.5,53.9,24.8,14.5,5.6
50.5,d_19360201,16.2,8,1.8,0.3,0,0,33.4,20,6.2,1.8,0
60.3,d_19360301,28.2,16,5,1.4,0,0,11.4,4.3,0.1,0,0
60.4,d_19360401,31.1,18.4,6.2,2.4,0,0,8.5,5,1,0.2,0
50.3,d_19360501,12.1,6.6,1.1,0,0,0,37.6,19.6,5.2,3.1,1.3
47.4,d_19360601,38.3,21.8,8.5,4.6,1.4,0,14.4,8.3,1.3,0.1,0
42.7,d_19360701,31.4,21.6,12.1,7.7,3,0,26,17.6,5.6,1.5,0
24,d_19360801,48.8,39.2,24.2,16.8,9.8,0,27.3,21.1,9.6,4.5,0.4
28.1,d_19360901,21.7,14,7.5,4.8,1.8,0,50.3,36.2,10.3,3.2,0.4
30.8,d_19361001,19.7,12.4,4.9,2.1,0.2,0,49.3,33.9,9.7,4,0.7
28.6,d_19361101,18.9,12.3,4.3,1.9,0.4,0,52.5,39.8,11.7,5.2,1.1
33.3,d_19361201,13.6,7.1,1.5,0.9,0.1,0,53,37.9,11.1,5.1,1.4
34.8,d_19370101,7.2,3,0.9,0.2,0,0,58,39.5,13.7,6.5,1.9
47,d_19370201,19.8,12.1,5.9,4.3,2.2,0,33,17.7,2.2,0.5,0
44.9,d_19370301,9.5,6.9,3.1,1.3,0.3,0,45.7,30.3,7,1.8,0.4
50.6,d_19370401,21.1,9.6,1.4,0.7,0.1,0,28.3,13.1,0.3,0,0
35.6,d_19370501,20.7,13.5,3.4,0,0,0,43.7,28.7,6.1,1.7,0
42.9,d_19370601,55,38.8,13.4,1.7,0,0,2.1,0,0,0,0
34.8,d_19370701,62.1,44.6,16.5,3.5,0,0,2.9,0,0,0,0
36.5,d_19370801,60.6,40.4,15.6,7.2,0.8,0,2.9,0.5,0.1,0,0
30.8,d_19370901,64.8,48.4,20.6,7.5,1.2,0,4.3,1.4,0,0,0
30.9,d_19371001,65.4,46.8,18.1,9.5,1.1,0,3.6,1.3,0,0,0
45.1,d_19371101,51.1,31.2,12.6,6.9,0.3,0,3.9,1,0,0,0
55,d_19371201,41.9,23.2,1.2,0,0,0,3.1,0.2,0,0,0
62.6,d_19380101,20.5,6.8,0.2,0,0,0,16.8,5.9,0.5,0,0
60.4,d_19380201,13.4,4.8,1.6,0.7,0.1,0,26,12.8,2.9,0.4,0
55.6,d_19380301,10.2,4.1,1.8,1.1,0.1,0,34.2,16.4,5.4,0.8,0
51.1,d_19380401,5.4,2.5,0.6,0,0,0,43.6,22.2,7.4,3.8,0.4
64.7,d_19380501,1.8,0.4,0,0,0,0,33.5,16.7,2.6,0.1,0
45,d_19380601,1.7,0.7,0,0,0,0,53.3,31.3,6,0.9,0
38.8,d_19380701,0.9,0.2,0,0,0,0,60.4,48,22.3,9.9,2.3
40,d_19380801,3.9,1.7,0.1,0,0,0,56.1,38.7,11,5.8,0.9
64.3,d_19380901,14.1,5.8,0.7,0,0,0,21.5,8.2,0.1,0,0
56.4,d_19381001,39,20.7,6.2,2.3,0.1,0,4.6,1.3,0,0,0
47.1,d_19381101,49.9,28.2,9.4,3.8,0.4,0,2.9,0.4,0,0,0
39.1,d_19381201,57.9,36.9,14.3,5,1.1,0,3,0.5,0,0,0
47.7,d_19390101,46.2,31.6,15.4,7.3,1,0,6.2,2.5,0,0,0
45.5,d_19390201,44.1,31.6,14,4.7,0,0,10.3,3.7,0,0,0
38.3,d_19390301,57.5,46.4,18.3,6.2,0,0,4.1,0.2,0,0,0
21.8,d_19390401,76.6,68,48.9,30.2,11,0,1.7,0.7,0,0,0
21.5,d_19390501,74,60.5,24.8,13,1.7,0,4.6,1.1,0,0,0
45.2,d_19390601,52.1,31.5,11.9,5.3,0.4,0,2.7,0,0,0,0
67,d_19390701,32.2,14.1,0.3,0,0,0,0.9,0,0,0,0
74.3,d_19390801,21,9.1,0,0,0,0,4.7,1.4,0,0,0
56.6,d_19390901,43.4,18.9,1.1,0,0,0,0,0,0,0,0
18.1,d_19391001,82,56.5,18.7,5.9,0.3,0,0,0,0,0,0
24,d_19391101,75.6,53.6,19.5,5.5,0.4,0,0.4,0,0,0,0
27.5,d_19391201,70.8,44.9,14.2,4,0.1,0,1.8,0,0,0,0
28.2,d_19400101,69.4,46.4,16.6,6.8,0.1,0,2.3,0.1,0,0,0
39.2,d_19400201,57.4,34,8,0.7,0,0,3.4,1.5,0,0,0
29,d_19400301,65.5,52.1,29.6,11.8,0.9,0,5.4,2.1,0,0,0
32.1,d_19400401,63.5,46.7,11.5,5.7,0.9,0,4.4,1.8,0,0,0
32.6,d_19400501,60.6,43.4,15.4,5.8,0.7,0,6.8,2.5,0,0,0
43.2,d_19400601,24,11.5,4.2,1.1,0,0,32.8,21.7,5,0.5,0
39.8,d_19400701,23.9,19,5.2,1.4,0,0,36.5,22.1,2.7,0.1,0
37.5,d_19400801,21.4,13.8,2.8,0.3,0,0,41.1,26.1,2.8,0.4,0
53.2,d_19400901,25.9,19.3,6.7,1.6,0.2,0,21,7.5,0.3,0,0
49.3,d_19401001,22.8,16.6,8.3,3,0.6,0,27.9,10.5,0.4,0,0
30.5,d_19401101,17.7,11.4,1.1,0.2,0,0,51.9,36.4,10.3,3.8,0.2
24.2,d_19401201,16.5,9.6,0.7,0.1,0,0,59.4,46,26.2,15.2,4.9
21,d_19410101,16.3,10.6,1,0,0,0,62.6,48.4,21.3,11.4,3.4
22.6,d_19410201,11.1,6.4,2.4,0.6,0,0,66.3,50.5,28.1,19.1,6.8
36.9,d_19410301,3.3,0.9,0,0,0,0,59.9,43.8,20.8,10.1,1.6
10.4,d_19410401,0.2,0,0,0,0,0,89.4,78.3,42,17.4,2.6
7.5,d_19410501,0,0,0,0,0,0,92.6,85.8,66.3,43.2,13.8
0.9,d_19410601,0,0,0,0,0,0,99,97,86.8,72.8,47.3
0,d_19410701,0,0,0,0,0,0,99.9,99.6,92.3,84.7,66.4
0.4,d_19410801,0,0,0,0,0,0,99.5,96.8,80.4,67.6,48.6
1.3,d_19410901,0,0,0,0,0,0,98.7,92.2,71.2,59.2,40.4
1.1,d_19411001,0,0,0,0,0,0,98.8,95.6,79.7,70.7,54.3
3.6,d_19411101,0,0,0,0,0,0,96.4,87.1,71.2,60.1,44.4
10.1,d_19411201,0,0,0,0,0,0,89.9,81.9,64.9,53.2,40.1
21.2,d_19420101,0.7,0,0,0,0,0,78.1,68.7,49.7,42.4,33.2
28.4,d_19420201,0.6,0,0,0,0,0,71.1,58.4,41.4,28.3,11.3
33.3,d_19420301,13.3,2.7,0.1,0,0,0,53.4,45.3,26.3,13.3,5.8
36.6,d_19420401,3,0.6,0,0,0,0,60.4,50.9,33.6,22,9.5
43.7,d_19420501,4.3,1.5,0,0,0,0,52.1,39.1,24.2,10.5,1.8
43.8,d_19420601,16.8,4.1,0,0,0,0,39.4,23.9,9.4,4,2.2
53.9,d_19420701,36,21.2,4,1.4,0,0,10.1,3.9,0.8,0.1,0
64.2,d_19420801,2.8,0.3,0,0,0,0,33.1,14.5,3,0.9,0.1
53.3,d_19420901,2.5,0.2,0,0,0,0,44.2,23.5,3.4,0.3,0
40.2,d_19421001,1,0,0,0,0,0,58.7,35.3,15.3,7,1.2
43.4,d_19421101,2.1,0,0,0,0,0,54.5,32.2,13.3,6.3,0.7
30.6,d_19421201,1.8,0.1,0,0,0,0,67.6,41.2,16.9,9.2,1.3
60.8,d_19430101,3.8,0.9,0,0,0,0,35.3,16.1,2.1,0.4,0
55.3,d_19430201,7,2.3,0.2,0,0,0,37.6,17.8,4.2,0.9,0.1
40.2,d_19430301,12,6.1,0.9,0.1,0,0,47.7,23.7,3.8,0.3,0
46.4,d_19430401,19.3,9.3,2.8,0.8,0,0,34.3,16.8,1.8,0.1,0
59.3,d_19430501,28.3,12,4.4,3,1.8,0,12.4,5.2,0.4,0.1,0
58.3,d_19430601,38.7,23.6,6.6,4.3,2.1,0,3,0.2,0,0,0
45.9,d_19430701,50.4,31.3,13.2,8.7,2,0,3.6,0.8,0,0,0
31.4,d_19430801,67.3,45,18.8,10.6,3.4,0,1.3,0,0,0,0
37.5,d_19430901,61,43.3,19.9,9.3,1.2,0,1.6,0.4,0,0,0
25.4,d_19431001,74.1,53.3,22.3,11,2,0,0.6,0.1,0,0,0
40.4,d_19431101,58,39.8,16.4,6.7,0.7,0,1.6,0.1,0,0,0
52,d_19431201,46.4,26.9,8.1,2.4,0,0,1.5,0,0,0,0
64.3,d_19440101,23.9,12.6,1.9,0,0,0,11.9,4.1,0.4,0,0
69.4,d_19440201,18.9,5.3,0,0,0,0,11.7,3.2,0.5,0,0
56.5,d_19440301,21.3,9.4,0.1,0,0,0,22.1,9.4,3.2,1.8,0.5
59,d_19440401,25.4,9.8,0.1,0,0,0,15.7,5.4,0.1,0,0
39.9,d_19440501,7,0.4,0,0,0,0,53,30.8,10.9,4.4,0.3
63.6,d_19440601,1.7,0,0,0,0,0,34.7,18.1,4.8,0.9,0
53.8,d_19440701,0.1,0,0,0,0,0,46.1,24.7,7.7,1.9,0.1
29,d_19440801,0,0,0,0,0,0,71,45.9,16.6,7.2,1.3
43.6,d_19440901,0.3,0,0,0,0,0,56.2,32.7,9.1,3.3,0.6
72.9,d_19441001,4.2,0.3,0,0,0,0,22.8,9.4,0.8,0,0
67.7,d_19441101,4.7,1.1,0,0,0,0,27.6,10.7,0.8,0.3,0
59.6,d_19441201,2.2,0.1,0,0,0,0,38.1,19.5,3.9,1,0.2
50.1,d_19450101,0.6,0,0,0,0,0,49.2,26.3,4.1,0.6,0
56.3,d_19450201,4.2,1.8,0,0,0,0,39.5,13,0.5,0,0
33.2,d_19450301,1,0.1,0,0,0,0,65.7,45.2,11.6,3.7,0.7
29.5,d_19450401,0.3,0,0,0,0,0,70.3,55,21.6,7.9,1.8
50,d_19450501,11,2.7,0,0,0,0,38.9,20.3,2.5,0.6,0
36,d_19450601,27.1,14.8,6.3,3.8,1.8,0,36.9,26.5,8.6,3.2,0.7
36,d_19450701,14.2,7.3,3.2,2.1,0.5,0,49.9,39.9,23.4,12.1,6
37.8,d_19450801,18.2,10.8,2.9,1.4,0.5,0,44.2,36.9,21.1,13,5
36.8,d_19450901,27,16.3,1.8,0.5,0,0,36.2,28.9,15,8.4,2.6
37.7,d_19451001,21.2,13.7,3.2,1,0,0,41,30.7,14.5,7.6,3.3
38.7,d_19451101,29,18.7,5.8,1.9,0.1,0,32.5,19.9,5.1,2.8,0
43.7,d_19451201,40.3,25.2,8.5,2.5,0.5,0,16,8,1.1,0,0
41.6,d_19460101,32.8,21.5,6.6,2.3,0.6,0,25.5,13.9,2,0.1,0
39.7,d_19460201,19.4,7.8,0.9,0,0,0,40.9,27.1,8.2,2.4,0
45.1,d_19460301,12.5,5.6,0.8,0.1,0,0,42.4,26.6,8.9,2.3,0
56.9,d_19460401,16.7,5.4,0.3,0,0,0,26.5,17.7,3.8,0.6,0.1
44.6,d_19460501,24.2,9,0,0,0,0,31.2,19.7,9.3,3,0
39.2,d_19460601,25.2,17.8,5.5,2.5,0,0,35.5,19.9,7.9,3,0.4
31.5,d_19460701,44.3,34.7,19.3,12.2,3.6,0,24.2,13.4,4.3,1.5,0
23.2,d_19460801,41.4,26.8,12.8,7.4,2.4,0,35.4,28.3,16.5,7.2,0.4
38,d_19460901,21.8,14.3,4.6,1.1,0,0,40.3,31,18.4,9.3,1.4
42.6,d_19461001,23.6,16.4,7.5,3.4,0.4,0,33.8,23.8,9.5,2.8,0.9
37.4,d_19461101,21.5,15.6,7.1,2.4,0,0,41.1,32.8,18.1,8.8,2.2
40.9,d_19461201,17.1,11.3,1.6,0,0,0,41.9,29,12,5.4,1.4
39.6,d_19470101,12,6.5,0,0,0,0,48.4,32.8,14.9,8.1,2.2
52.8,d_19470201,14.3,5,0.3,0,0,0,32.9,20.5,4.7,1.4,0.2
50.5,d_19470301,8.7,2.7,0.7,0.4,0,0,40.8,23.3,4.1,1.2,0
44.7,d_19470401,5.6,1.8,0.1,0,0,0,49.8,30.3,11.2,4.3,0.5
39.7,d_19470501,1.8,0.7,0.1,0,0,0,58.5,37.2,16.5,11.1,5.4
52,d_19470601,5.1,1.2,0.1,0,0,0,42.8,21.8,7.5,3.1,0.8
69.5,d_19470701,11.7,3.9,0.7,0.2,0,0,18.8,6.4,0.4,0,0
70.6,d_19470801,21.3,7.9,0.7,0.2,0,0,8.1,1.2,0,0,0
50.1,d_19470901,49.8,23.7,4.2,1.1,0,0,0.1,0,0,0,0
22.4,d_19471001,77.7,58.6,20.2,7.9,1.6,0,0,0,0,0,0
40.5,d_19471101,59.3,35.2,8.9,3.2,0.3,0,0.2,0,0,0,0
39.6,d_19471201,58.7,38.5,9.2,3.8,0.2,0,1.8,0.4,0,0,0
40.4,d_19480101,58.1,36.8,10.8,4.3,0.3,0,1.3,0.2,0,0,0
27.2,d_19480201,69.4,54.1,25.3,14.9,6,0,3.4,1.2,0.2,0,0
24.1,d_19480301,72,57.4,27.3,15.1,5.4,0,3.9,0.9,0,0,0
30,d_19480401,64.8,47.2,19,11.8,1.1,0,5.3,1.8,0.1,0,0
28,d_19480501,67.7,49,14.1,3.1,0,0,4.4,1.6,0.4,0.1,0
47.9,d_19480601,45.8,21.5,4.4,0.7,0,0,6.3,2,0.3,0,0
62.8,d_19480701,22.8,8.2,0.5,0,0,0,14.5,4.7,0.8,0.3,0
43.2,d_19480801,46.9,24.3,3.5,1.1,0,0,10,5.5,1.3,0.6,0.2
28.9,d_19480901,63.3,43.9,13.4,3.9,0.7,0,7.8,3.7,0.6,0.2,0
26.7,d_19481001,66.9,52.7,23.1,11.1,1.7,0,6.5,3.6,0.6,0,0
19.5,d_19481101,76.1,63.4,35.7,18,3.2,0,4.4,1.5,0.1,0,0
18,d_19481201,79.1,66.7,37,17,4.7,0,2.8,0.9,0,0,0
37.6,d_19490101,55.2,32.5,10.3,5.4,1.5,0,7.2,2.9,0.4,0,0
43,d_19490201,45.3,25.5,6,0.9,0.1,0,11.8,5.3,0.7,0.2,0
49.2,d_19490301,40.1,21.3,2,0.4,0,0,10.7,4.1,0,0,0
56.3,d_19490401,19.8,10.9,2.2,0.8,0.1,0,23.8,13.8,1,0.2,0
54.2,d_19490501,11.5,4.8,0.4,0,0,0,34.4,17.5,3.2,0.4,0
38.8,d_19490601,4.5,1.2,0,0,0,0,56.8,34.7,9.2,3.6,0.2
34.6,d_19490701,1.1,0.2,0,0,0,0,64.3,42.2,14.1,7.6,3.6
28.4,d_19490801,1.2,0.1,0,0,0,0,70.4,51.9,19.9,9.1,2.4
22.7,d_19490901,0.6,0,0,0,0,0,76.6,58.2,17.9,7.8,1.2
24.6,d_19491001,0.8,0.1,0,0,0,0,74.7,49.6,18.6,4.9,0.6
43.5,d_19491101,4.2,1.2,0,0,0,0,52.3,27.5,4,0.2,0
38.2,d_19491201,4.2,1.9,0.1,0,0,0,57.6,34.5,7,0.6,0
48.6,d_19500101,10.9,6.6,0.9,0,0,0,40.5,20.6,2.2,0,0
58,d_19500201,7.2,2.6,0,0,0,0,34.8,21.7,6.8,2.3,0.2
55.8,d_19500301,23.6,9.5,1,0.1,0,0,20.6,13.4,6.9,2,0
55.3,d_19500401,21.9,12.6,3.6,1.4,0.5,0,22.8,13,5.7,1.6,0
54.6,d_19500501,17.4,12.6,6.1,1.9,0.5,0,28.1,17.8,7.2,2.5,0.3
55.1,d_19500601,19,10,4.2,2.3,0.8,0,25.9,16.2,7.4,4.3,1.2
62.3,d_19500701,11,4.6,0.5,0.1,0,0,26.6,12.4,2.6,0.7,0
52.9,d_19500801,7.7,3.2,0.8,0.3,0,0,39.5,25,10.7,6.1,1.9
39.5,d_19500901,13.3,7.1,2.5,0.8,0.3,0,47.2,33.7,17.3,9.6,4.2
46.6,d_19501001,19.8,11.7,4.4,2,0.5,0,33.7,20.5,6.7,3.7,1.6
44.3,d_19501101,32.8,21.5,8.3,4.7,1.3,0,23,11.8,4.4,2.8,1.5
42.5,d_19501201,35.8,24.8,11.1,6.7,2.9,0,21.7,12.1,4.9,3,1.7
35,d_19510101,45.6,34.5,19.6,13.1,5.1,0,19.4,12.8,5.9,3.1,2
27.3,d_19510201,56.3,41.9,23.5,13.6,7.4,0,16.5,12.5,8,4.7,2.3
33.5,d_19510301,50.5,40.7,25.7,16.4,8.1,0,16,12.2,7.9,5,1.8
20.3,d_19510401,77.1,63.8,44.7,32.1,14.2,0,2.7,1.2,0.1,0,0
17.1,d_19510501,73.5,63.6,44.1,28.8,7.8,0,9.3,6.8,2.6,1.4,0
8.2,d_19510601,87.1,76.8,47.9,27.1,10.4,0,4.6,2.7,0.8,0.4,0.1
11.4,d_19510701,82.4,69,35.7,19.3,5.7,0,6.1,3.8,1.1,0.6,0.2
14.3,d_19510801,79.4,65,32,17.4,4.2,0,6.3,3.9,1.2,0.6,0.2
36.6,d_19510901,56.2,35.8,13.8,7.5,2.5,0,7.1,3.3,0.9,0.4,0
32.3,d_19511001,61.7,45.8,17.8,9,3.8,0,5.9,2.5,0.8,0.3,0
25.7,d_19511101,69.2,53.1,22.5,11.2,4.7,0,5,2.1,0.5,0.1,0
20.3,d_19511201,76.5,63.4,39.4,22.4,9.3,0,3.2,1.5,0.5,0.1,0
21.6,d_19520101,73.8,61.2,38.3,21.5,10.7,0,4.6,2.1,0.7,0.2,0
20.8,d_19520201,79,63.6,38.4,27.5,13.9,0,0,0,0,0,0
11.2,d_19520301,88.7,74.7,51.1,34.6,16.3,0,0,0,0,0,0
31.7,d_19520401,66.8,51.1,32.5,19,6.3,0,1.5,0.9,0,0,0
40.6,d_19520501,54.7,40.9,20.8,11.9,4.4,0,4.6,1.8,0.4,0,0
20.5,d_19520601,78.9,56.6,25.4,16.6,7,0,0.6,0.2,0,0,0
32.4,d_19520701,64.2,45.4,21.2,12.8,6,0,3.5,1.1,0,0,0
25.9,d_19520801,72.4,57.2,30.3,18.7,9.5,0,1.6,0.8,0,0,0
24.6,d_19520901,72.1,54.9,30.1,15.8,5.4,0,3.3,1,0.2,0,0
17,d_19521001,81.8,72.8,45.7,31.2,15,0,1.2,0.6,0,0,0
26.1,d_19521101,70.3,56.1,33.3,19.7,7.4,0,3.4,0.9,0,0,0
28.5,d_19521201,65.9,53.7,31.3,16.5,5.7,0,5.7,1.7,0.3,0,0
14.1,d_19530101,84.2,73.3,51.6,35.1,17.8,0,1.7,0.5,0,0,0
9.4,d_19530201,89.6,81.6,56.3,39.4,22.6,0,0.9,0.1,0,0,0
18.7,d_19530301,80.3,66.4,40.2,25.5,9.5,0,1,0.3,0,0,0
22.7,d_19530401,75.8,64.2,51.4,39.8,17.4,0,1.5,0.4,0,0,0
29.9,d_19530501,62.2,57.8,44.1,31.7,14.9,0,8,3.4,0.9,0.1,0
23.8,d_19530601,70.1,65.2,51.4,37.5,21.9,0,6.2,3,1.5,0.2,0
24.5,d_19530701,60.6,51,30.1,18.2,5.3,0,15,9.4,3.3,1.8,0.2
30.1,d_19530801,58.5,47.3,29.3,19.4,9.8,0,11.5,6.9,2.5,1.5,0.1
23.6,d_19530901,69.5,59.1,39.4,27.8,13.1,0,6.9,4,2,0.8,0
42.2,d_19531001,48.2,37,18.2,11.8,3.6,0,9.6,4.5,2,0.6,0
42.5,d_19531101,50.4,40.2,20.4,13.2,6.3,0,7,2.8,0.4,0,0
34.9,d_19531201,54.4,43.7,26,16.9,9,0,10.6,4,0.5,0,0
39.5,d_19540101,56.1,43.6,28.4,19,10.9,0,4.5,1.3,0,0,0
30.9,d_19540201,68.6,48.9,25.8,15.8,8.8,0,0.4,0,0,0,0
35.3,d_19540301,64,46.1,19.9,10.9,2,0,0.9,0,0,0,0
43.8,d_19540401,52.8,35.6,12.7,5.3,1.8,0,3.5,0.5,0,0,0
41,d_19540501,54.4,36.7,10.1,3.2,0,0,4.4,1,0,0,0
42.9,d_19540601,45.6,33.2,11.2,3.6,0.3,0,11.5,4.4,0.4,0,0
23.6,d_19540701,75.2,60.1,31.8,18.5,8.4,0,1.4,0.6,0.1,0,0
27.1,d_19540801,70.7,60.2,35,21.4,10.2,0,2.3,0.9,0,0,0
17.1,d_19540901,82.4,68.7,48.1,35,21.9,0,0.5,0.1,0,0,0
20,d_19541001,78.1,64,39.7,24.6,13,0,1.8,0.7,0,0,0
20.3,d_19541101,77.4,59.6,32,18.9,7.8,0,2.3,1.2,0.2,0,0
22.2,d_19541201,75.6,54.5,28.7,17,7.8,0,2.3,1.1,0.1,0,0
15.2,d_19550101,84.2,70.4,39,22.8,8.3,0,0.6,0,0,0,0
9,d_19550201,90.4,79.7,50,31,14.6,0,0.5,0,0,0,0
8.8,d_19550301,91.2,82.4,58.7,35.4,18,0,0,0,0,0,0
14.3,d_19550401,85,74.7,51.1,33.3,14.3,0,0.7,0.1,0,0,0
22.1,d_19550501,77.3,57.9,28.1,13.2,3.8,0,0.6,0,0,0,0
43.7,d_19550601,53.9,36.5,14.3,6.5,1,0,2.4,0.1,0,0,0
38.1,d_19550701,56.9,38,10.9,6,2.1,0,5.1,1,0,0,0
53,d_19550801,42.7,24.8,10.1,6.2,3.4,0,4.3,0.9,0.1,0,0
60.4,d_19550901,29.8,13.2,1.9,0.3,0,0,9.9,2.9,0.5,0.1,0
48.3,d_19551001,45.3,22.4,3.9,0.6,0,0,6.4,2.8,0.7,0.2,0
38.9,d_19551101,57,34.7,9.6,3.1,0.1,0,4.2,1.6,0.3,0,0
37.7,d_19551201,58.8,37.3,10.1,2.7,0,0,3.4,1.2,0,0,0
41.8,d_19560101,53.2,36,10.5,2.8,0.2,0,5,2,0.4,0,0
37.5,d_19560201,60.1,42,13.2,5.5,1.8,0,2.4,0.6,0,0,0
28.5,d_19560301,69.7,56.1,28.8,17,6,0,1.7,0.8,0.1,0,0
12.3,d_19560401,85.6,72.3,44,26.6,11.9,0,2,1,0.1,0,0
16,d_19560501,82.1,71.1,53.9,37.8,16.3,0,1.9,0.8,0,0,0
3.6,d_19560601,96.3,88.6,72.1,58.3,36.6,0,0.1,0,0,0,0
0.2,d_19560701,99.8,96.7,81.6,66.1,40.4,0,0,0,0,0,0
0.2,d_19560801,99.9,99,84.6,67.6,45.5,0,0,0,0,0,0
0,d_19560901,100.1,99.8,91.2,77.4,52,0,0,0,0,0,0
0,d_19561001,100.1,99.3,92,79.6,52.9,0,0,0,0,0,0
0,d_19561101,100,99.8,95.5,87.6,65.2,0,0,0,0,0,0
0,d_19561201,99.9,99.4,91.7,78,48.3,0,0,0,0,0,0
0,d_19570101,100.1,99.5,91.1,77.3,49.5,0,0,0,0,0,0
0.1,d_19570201,99.9,99.3,86.3,63.2,22.5,0,0,0,0,0,0
6.7,d_19570301,93.2,79.8,35.9,17,6.4,0,0,0,0,0,0
51.3,d_19570401,31.9,20.7,8.1,3.1,0.7,0,16.8,7.3,0.1,0,0
42.6,d_19570501,8.8,5.9,2.2,1.4,0.2,0,48.7,33.4,16.2,9.9,3.2
23.9,d_19570601,6.8,4.8,2,1.5,0.8,0,69.3,51.8,26,15.4,6.8
27.6,d_19570701,6.6,3.3,0.8,0,0,0,65.8,50.4,25.7,15.1,6.4
25.9,d_19570801,8.6,5,0.1,0,0,0,65.6,52,23.9,13.1,4.9
23.8,d_19570901,10.3,7.2,1.4,0.2,0,0,65.9,54.8,28.6,17.8,5
19.7,d_19571001,6.3,1.7,0.1,0,0,0,74,65.5,46.8,33.1,17
16.1,d_19571101,9.2,5.4,1.6,0.9,0,0,74.7,68.4,53.6,42.3,26.9
19.5,d_19571201,11.6,6.2,1.6,0.9,0,0,68.9,62.3,45.4,32.3,14.5
